date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:27:32	9406/9406	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Jun%202024%2018:57:32%20GMT	https://static.wixstatic.com/media/30d9fa_3e01a94d726c45edb84354954d7d4745~mv2.png/v1/fill/w_87,h_62,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/soho-poster_edited_edited.png	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/static.wixstatic.com/media/30d9fa_3e01a94d726c45edb84354954d7d4745_mv2.png/v1/fill/w_87,h_62,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/soho-poster_edited_edited.png	(from https://www.melaniedaveid.com/)
00:27:33	4365/4365	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Jun%202024%2018:57:32%20GMT	https://static.wixstatic.com/media/30d9fa_f154debe6bf84b79bde2d51802b81157~mv2.png/v1/crop/x_243,y_250,w_1014,h_1009/fill/w_48,h_48,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/daveid-all-the-love.png	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/static.wixstatic.com/media/30d9fa_f154debe6bf84b79bde2d51802b81157_mv2.png/v1/crop/x_243,y_250,w_1014,h_1009/fill/w_48,h_48,al_c,q_85,usm_0.66_1.00_0.01,blur/daveid-all-the-love.19	(from https://www.melaniedaveid.com/)
00:27:33	5071/5071	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Jun%202024%2018:57:32%20GMT	https://static.wixstatic.com/media/30d9fa_9c9f6aa6f8924363aaa115d1960233a8~mv2.jpg/v1/crop/x_371,y_618,w_637,h_827/fill/w_147,h_191,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/kneipp-stamp_edited.jpg	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/static.wixstatic.com/media/30d9fa_9c9f6aa6f8924363aaa115d1960233a8_mv2.jpg/v1/crop/x_371,y_618,w_637,h_827/fill/w_147,h_191,al_c,q_80,usm_0.66_1.00_0.01,blur/kneipp-stamp_edited.18	(from https://www.melaniedaveid.com/)
00:27:33	3337/3337	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Jun%202024%2018:57:33%20GMT	https://static.wixstatic.com/media/30d9fa_dc1c945c1c9a45c4a5b1d0baa68a5281~mv2.png/v1/crop/x_25,y_1157,w_5856,h_5953/fill/w_49,h_50,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/30d9fa_dc1c945c1c9a45c4a5b1d0baa68a5281~mv2.png	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/static.wixstatic.com/media/30d9fa_dc1c945c1c9a45c4a5b1d0baa68a5281_mv2.png/v1/crop/x_25,y_1157,w_5856,h_5953/fill/w_49,h_50,al_c,q_85,usm_0.66_1.00_0.01,blur/30d9fa_dc1c945c1c9a45c4	(from https://www.melaniedaveid.com/)
00:27:33	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://www.melaniedaveid.com/)
00:27:35	369/369	---M--	200	added ('OK')	text/xml	etag:W/%22171-h+1ZTMdUHTcECxOOMhydcEB89P4%22	https://www.melaniedaveid.com/sitemap.xml	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/www.melaniedaveid.com/sitemap.xml	(from https://www.melaniedaveid.com/)
00:27:36	493431/493431	---MCZ	200	added ('OK')	text/html	etag:W/%22dd76f0090acc6d2129d7792cd06793db%22	https://www.melaniedaveid.com/blank	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/www.melaniedaveid.com/blank.html	(from https://www.melaniedaveid.com/)
00:27:36	2959/2959	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Jun%202024%2018:57:35%20GMT	https://www.melaniedaveid.com/feed.xml	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/www.melaniedaveid.com/feed.1e.delayed	(from https://www.melaniedaveid.com/)
00:27:36	2959/2959	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Jun%202024%2018:57:36%20GMT	https://www.melaniedaveid.com/${n.uri}	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/www.melaniedaveid.com/${n.1f.delayed	(from https://www.melaniedaveid.com/)
00:27:37	114654/114654	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a3c69bdd24ca17273e51d6a03ddf40cc%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.8e38bc77.bundle.min.js	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.8e38bc77.bundle.min.js	(from https://www.melaniedaveid.com/)
00:27:37	204823/204823	---M-Z	200	added ('OK')	application/javascript	etag:W/%229096090288ab308aeedd1aba290ecc7f%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.36b6e602.bundle.min.js	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/static.parastorage.com/services/wix-thunderbolt/dist/main.36b6e602.bundle.min.js	(from https://www.melaniedaveid.com/)
00:27:38	166/166	---M--	200	added ('OK')	application/javascript	etag:%227276034de396f62e15b7cc118d61c360%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	(from https://www.melaniedaveid.com/)
00:27:38	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://www.melaniedaveid.com/)
00:27:38	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://www.melaniedaveid.com/)
00:27:39	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://www.melaniedaveid.com/)
00:27:40	2959/2959	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Jun%202024%2018:57:39%20GMT	https://www.melaniedaveid.com/decodeURIComponent(e	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/www.melaniedaveid.com/decodeURIComponent(e.26.delayed	(from https://www.melaniedaveid.com/)
00:27:40	9778/9778	---M-Z	200	added ('OK')	application/javascript	etag:W/%223fcbc8a093f0be38c1b79e87acc964e0%22	https://static.parastorage.com/services/tag-manager-client/1.859.0/siteTags.bundle.min.js	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/static.parastorage.com/services/tag-manager-client/1.859.0/siteTags.bundle.min.js	(from https://www.melaniedaveid.com/)
00:27:42	30907/30907	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e646fa090a760653cfa56c727bb5a13%22	https://static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	C:/Users/Nitin/Akanksha/Project/SA_Graphics/my_peoject/static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	(from https://www.melaniedaveid.com/)
